title,thumbnail,linkUrl,pcLinkUrl,mobileLinkUrl,officeName,rank,hitCount,updatedAt,createdAt,content
"유럽 언론, ‘롤드컵 2회 우승’ 듀크 재조명",https://mimgnews.pstatic.net/image/origin/410/2022/07/28/884728.jpg,https://m.news.naver.com/read.nhn?oid=410&aid=0000884728,https://sports.news.naver.com/news.nhn?oid=410&aid=0000884728,https://n.news.naver.com/sports/esports/article/410/0000884728,MK스포츠 ,1,27440,2022-07-28T04:01:01,2022-07-28T04:01:01,"듀크(본명 이호성·28)가 3년 전 은퇴했음에도 ‘서로 다른 게임단에서 리그오브레전드 월드챔피언십(롤드컵) 정상에 오른 유일한 e스포츠 프로선수’라는 업적을 다시 주목받았다. 28일 스페인 게임매체 ‘에스포르트마니아코스’는 “듀크는 여전히 두 팀으로 롤드컵을 제패한 유일한 프로게이머다. 리그오브레전드(LoL) 톱 레인(Top lane) 포지션에서 의심할 여지 없는 한국인 역대 최고로 2019년 현역 생활을 마무리했다”고 주장했다. 듀크는 2016년 T1(한국), 2018년 인빅터스(중국) 소속으로 롤드컵 우승을 차지했다. 서로 다른 게임단·리그에서 리그오브레전드 세계 정상을 경험한 e스포츠 역사상 처음이자 여전히 마지막 사례다.   중국 프로게임단 인빅터스 시절 듀크. 사진=리그오브레전드 e스포츠 공식 홈페이지  ‘에스포르트마니아코스’는 ▲넓은 챔피언 범위 ▲좋지 않은 매치업에 적응하는 능력 ▲신중한 플레이를 현역 시절 듀크 장점으로 꼽았다. 듀크는 2016년 롤드컵 다음가는 세계대회 ‘미드 시즌 인비테이셔널(MSI)’ 정상에도 올랐다. 리그오브레전드 톱 레인 포지션으로 롤드컵과 MSI를 둘 다 우승한 프로게이머는 이전뿐 아니라 이후에도 나오지 않고 있다. ‘에스포르트마니아코스’는 “e스포츠 유일한 업적들을 세웠음에도 미디어가 많이 보도하는 선수가 아니었다. 이런 경향이 현역 시절 내내 이어진 것”을 과소평가 이유라고 봤다."
"펜타킬로 보여준 '구마유시' 이민형 ""젠지, 서열정리 끝내고 콩댄스 출 것"" [LCK]",https://mimgnews.pstatic.net/image/origin/311/2022/07/27/1481512.jpg,https://m.news.naver.com/read.nhn?oid=311&aid=0001481512,https://sports.news.naver.com/news.nhn?oid=311&aid=0001481512,https://n.news.naver.com/sports/esports/article/311/0001481512,엑스포츠뉴스,2,25008,2022-07-27T11:40:02,2022-07-27T11:40:02,"(엑스포츠뉴스 최지영기자) 구마유시' 이민형이 젠지전에 대한 강한 자신감을 드러냈다.  27일 서울 종로 롤파크에서는 '2022 LCK 서머' 2라운드 T1 대 KT의 경기가 치러졌다. 이날 T1은 KT를 2대 1로 격파하며 통신사매치를 승리했다. KT의 기세에 잠시 주춤했지만 T1은 풀세트까지 가는 접전 끝에 승리를 추가했다.  펜타킬의 이민형은 경기 후 진행된 라이엇 공식 방송 인터뷰에서 ""나를 빼고 잘하는 원딜을 논하길래 보여줬다. 이제 한명씩 서열정리에 나서겠다""며 자신감을 드러냈다. T1은 정글 마스터 이를 올려두며 기대감을 높였다. 그는 이에 대해선 ""한 판도 안해봤고 하고 싶다는 의미도 없었는데 버프를 받아서 올려둔 것 같다""고 설명했다.  1, 2, 3세트 제리와 유미가 계속 풀린 상황. 이민형은 ""시비르의 등장으로 풀리는 것 같다. 그래도 제리-유미가 후반 밸류가 높다고 생각한다""고 밝혔다.  3세트 펜타킬을 달성한 이민형. 그는 ""다같이 기뻐하는 모습에 감동 받았다. 오랜만에 재밌는 경기를 한 것 같다""고 회상했다.   그는 '페이커' 이상혁의 4000어시스트 기록에 ""언제가 따라 잡을 거라고 생각한다""며 자신감을 드러냈다. 아울러 그는 ""젠지와의 서열정리를 끝내고 세레머니로 콩댄스를 추겠다""고 다짐했다.   사진=엑스포츠뉴스DB"
"리빙 레전드 '페이커' 이상혁 ""4천 어시, 울프 제낀 순간부터 신경 안써…대기록은 만족"" [LCK]",https://mimgnews.pstatic.net/image/origin/311/2022/07/27/1481523.jpg,https://m.news.naver.com/read.nhn?oid=311&aid=0001481523,https://sports.news.naver.com/news.nhn?oid=311&aid=0001481523,https://n.news.naver.com/sports/esports/article/311/0001481523,엑스포츠뉴스,3,19479,2022-07-27T12:31:01,2022-07-27T12:31:01,"(엑스포츠뉴스 최지영기자) '페이커' 이상혁이 4000 어시스트 달성에 소감을 전했다.  27일 서울 종로 롤파크에서는 '2022 LCK 서머' 2라운드 T1 대 KT의 맞대결이 진행됐다.  이날 T1은 KT를 상대로 2대 1 승리를 거두면서 다시 1위 자리를 탈환했다. KT의 기세에 한 세트를 내줬지만 T1은 T1이었다.  T1은 T1 답게 한타와 운영으로 분위기를 반전시켰다. 1세트의 주인공은 '페이커' 이상혁이었다. 이상혁은 갈리오의 원조 답게 종횡무진 로밍력을 뿜어냈다. 그는 경기 후 진행된 라이엇 공식 방송 인터뷰에서 ""오늘 승리해서 기쁘고 많은 교전을 통해 이겨서 더 기쁘다""며 승리 소감을 전했다.  서머 5전 전승 중인 이상혁의 갈리오. 그는 픽 배경으로 ""상황상 선택하기도 하고 다른 라인에 영향력을 뿌려주기 위해 선택하게 됐다""고 설명했다.  KT의 정글 스카너를 완벽하게 한 T1. 그는 ""내가 솔랭에서 한 뒤로 선수들이 따라온다. 내가 먼저 했기 때문에 상대법을 잘 알고 있다""고 털어놨다.  그는 4000 어시스트라는 대기록 갱신에 대해선 ""울프를 제낀 순간부터 어시스트는 신경 안 썼다. 만족스럽고 앞으로도 더 열심히 하겠다""고 전했다.  이상혁은 T1의 조마쉬 방문에 ""북을 치길래 누가 치나 봤는데 대표더라. 우리는 아무래도 최선을 다하는 게 T1이기 때문에 우리 할 걸 했다""고 밝혔다. 아울러 그는 다음 경기 젠지전 각오로 ""1라운드 때 이긴 상대다. 우리가 최근 2대 1 승리 많이 했는데 젠지전은 꼭 2대 0으로 이기고 싶다""고 다짐했다.   사진=엑스포츠뉴스DB"
"[LCK] ‘케리아’ 류민석 “원딜 유체화, LPL 에이블 보고 구마유시에게 추천”",https://mimgnews.pstatic.net/image/origin/236/2022/07/28/226039.jpg,https://m.news.naver.com/read.nhn?oid=236&aid=0000226039,https://sports.news.naver.com/news.nhn?oid=236&aid=0000226039,https://n.news.naver.com/sports/esports/article/236/0000226039,포모스,4,18697,2022-07-28T04:31:01,2022-07-28T04:31:01,"“원거리 딜러가 유체화를 선택하면 교전 상황에서 굉장히 큰 도움이 된다. OMG의 에이블 선수 플레이를 보고 구마유시에게 추천했다” 27일, T1이 KT와의 통신사 대전에서 2대 1 승리를 가져갔다. ‘케리아’ 류민석이 새로워진 바텀 메타에 대한 자신의 생각을 전했다. 승리 소감으로 “서머의 KT라 그런지 되게 좋은 경기력을 보여주고 있었다. 오늘 승리하게 돼 다행이다”고 말한 류민석. 그는 최근 돌풍의 주역인 KT 바텀 듀오를 상대해 본 것에 대해 “최근 KT가 빅라 선수나 라스칼 선수가 희생하며 에이밍 선수를 키워주는 것을 많이 보여줬다. 2세트까지는 저희 스타일대로 하다 3세트에서는 저희도 원딜 캐리력에서 밀리지 않기 때문에 탑이 희생하고 바텀 위주로 게임하려고 했다”며 상대에 맞춰 전략을 수정했다는 입장을 밝혔다. 이날 경기에서는 양 팀 모두 제리와 유미를 풀어주며 T1과 KT 가 모두 제리와 유미를 플레이했다. 그는 상대에게 제리 유미 조합을 허용한 것과 관련해 “최근 시비르가 나오며 유미의 티어가 올랐다고 생각한다. 유미가 있으면 어떤 챔피언을 함께 기용하든 밸류가 높다고 본다. 핵심은 유미다”라며 유미가 급부상했다는 생각을 전했다. 2세트에서는 KT의 유미를 쓰레쉬로 카운터쳤다. 이와 관련해 류민석은 “유미 상대로 아펠리오스와 원거리 서포터를 준비했다. 하지만 상대가 스카너를 선택했기 때문에 원거리 서포터를 하기는 부담스럽다고 느꼈다. 쓰레쉬를 통해 초중반에 집중하려고 했다”며 챔피언 선택 이유를 밝혔다. 이어 “빠르게 게임을 굴리려 했지만 잘 풀리지 않았다”는 평가도 함께 전했다. ‘구마유시’ 이민형은 유미와 함께 협곡에 등장할 때는 소환사 주문으로 ‘점멸’과 ‘유체화’를 선택했다. 류민석은 후반 밸류가 좋은 유미와의 시너지를 극대화하기 위해 이러한 선택을 했음을 밝혔다. “유미가 회복과 탈진은 들어줄 수 있기 때문에 원거리 딜러는 정화나 텔레포트, 유체화를 선택 할 수 있다. 유체화가 교전 상황에서 굉장히 큰 도움이 된다”며 소환사 주문 선택 과정을 알렸다. 또한 “얼마 전 LPL에서 OMG의 에이블 선수가 시비르를 상대로 아펠리오스로 유체화를 선택했다. 구마유시에게 영상을 보여주며 유체화를 추천했다”고 덧붙이며 LPL을 참고해 위와 같은 선택을 했음을 밝혔다. 유체화는 서포터가 유미일 경우에만 들 수 있는 소환사 주문이냐는 추가 질문에는 “에이블 선수는 유미가 아닌 상황에서 유체화를 선택하긴 했다. 하지만 웬만하면 들지 못할 것 같다”며 유체화는 유미와 함께 선택했을 때 더욱 안정적이라는 생각을 밝혔다. T1의 다음 상대는 정규 리그 1위의 가장 큰 라이벌인 젠지다. 류민석은 “젠지는 피넛 선수가 바텀을 잘 케어해준다. 실제로 상대할때도 피넛 선수를 가장 경계한다. 상대 정글러를 의식하면서 게임하면 충분히 이길 수 있을 것이라 본다”며 ‘피넛’ 한왕호를 제압하면 승리할 수 있다는 생각을 발혔다. 이어 “저희의 목표는 우승이다. 젠지를 이기면 우승에 있어 큰 도움이 될 것이라 생각해 잘 준비하도록 하겠다”는 젠지전 각오를 밝혔다."
"컨디션 강조한 '페이커' 이상혁 ""최근 경기력 좋지 않아…잘 준비하면 젠지 이길 듯"" [LCK]",https://mimgnews.pstatic.net/image/origin/311/2022/07/28/1481643.jpg,https://m.news.naver.com/read.nhn?oid=311&aid=0001481643,https://sports.news.naver.com/news.nhn?oid=311&aid=0001481643,https://n.news.naver.com/sports/esports/article/311/0001481643,엑스포츠뉴스,5,17494,2022-07-27T23:46:01,2022-07-27T23:46:01,"(엑스포츠뉴스 최지영기자) ""컨디션 관리에 힘쓰겠다"" 지난 27일 서울 종로 롤파크에서는 '2022 LCK 서머' 2라운드 T1 대 KT의 맞대결이 펼쳐졌다. 이날 T1은 KT를 2대 1로 격파하며 시즌 12승에 도달했다. T1은 KT전 승리로 8연승을 기록하며 다시 한번 추진력을 얻게 됐다.  특히 '페이커' 이상혁에게는 더 뜻깊은 승리가 됐다. 이상혁은 LCK 2번째 4000 어시스트 달성 기록을 세우며 기분 좋은 승리를 거뒀다.  그는 경기 후 진행된 라이엇 공동 인터뷰에서 ""2대 1 승리가 많은데 다음에는 꼭 2대 0 승리를 하겠다""며 2대 1 승리에 아쉬움을 드러냈다. 4000 어시스트라는 대기록을 세운 이상혁. 그는 ""어시스트 기록은 별로 신경 쓰지 않는다. 그래도 좋은 기록을 세웠다고 하니 기분은 좋다""고 밝혔다. 이상혁은 다음 경기에 대한 중요도를 언급했다. 그는 ""우리의 경기력이 최근 좋지 않지만 잘 준비한다면 이길 수 있을 거라고 생각한다""고 강조했다. 다음은 '페이커' 이상혁의 인터뷰 전문이다 > KT전 승리로 장식했다. 승리 소감은? KT전을 승리해서 기쁘다. 최근 우리가 2대 1 승리가 많은데 다음에는 꼭 2대 0 승리를 하겠다. > KT의 저력도 만만치 않았다. KT전 승부처는 어디였나? 우리가 교전에서 이득을 많이 봤고 운영적으로도 잘 받아친 게 켰다. > LCK 통산 2번째 4000 어시스트를 기록을 세웠는데 어시스트 기록은 별로 신경 쓰지 않는다. 그래도 좋은 기록을 세웠다고 하니 기분은 좋다. > 12. 13패치로 바꼈는데 미드에서 달라진 점이 있다면? 미드 챔 몇 개가 패치됐지만 현재 미드에서는 어떤 챔이든 나올 수 있는 상황이다. 이전과 크게 다르지 않다. > 이번 서머 '빅라' 이대광과 첫 맞대결을 펼쳤는데 만나보니? KT전은 미드 라인에서 승부가 결정되지 않았다. 팀 적으로 플레이했기 때문에 크게 느낀 부분은 없다. > 최근 '제리-유미'의 승률이 좋다. 이 조합에 대해 어떻게 생각하나? 연습과 실전은 다르다. 각 바텀 선수들마다 서로 선호하는 부분이 있을 것이다. 플레이 할 때와 상대할 때는 느낌이 다른 것 같다. > 그렇다면 2세트 때 '제리-유미' 조합을 풀어준 이유는? 제리-유미를 풀어 준 건 바텀 선수들의 의견이 많이 들어갔다. 나도 자세히는 잘 모른다. 상대할 만하다고 생각해서 풀어준 것 같다. > 1세트 갈리오로 POG를 받았다. 갈리오의 플레이가 인상적인데 어떤 상황이 펼쳐질 때 판단할 수 있는 시간이 굉장히 짧다. 감각적으로 하는 부분이 많다. 계산적인 부분도 어느 정도 있지만 여러 가지 요소가 중요하다고 본다. > 다음 경기가 젠지전이다. 각오를 들려달라 젠지가 1라운드부터 꾸준히 연승하고 있다. 2대 0 승리도 굉장히 많은 강팀이다. 비록 우리의 경기력이 최근 좋지 않지만 잘 준비한다면 이길 수 있을 거라고 생각한다. > 젠지전을 승리하면 단독 1위까지 치고 올라갈 수 있는 기회인데 주의해야할 점은?  '오너' 문현준이 KT전에서 컨디션이 좋지 않았다. 남은 기간 동안 컨디션 관리만 잘한다면 우리가 충분히 이길 수 있을 것이라 생각한다. 컨디션 관리를 열심히 하겠다. > 경기 중단에 대해 바뀐 부분이 있다. 바뀐 상황에 대해 어떻게 생각하나? 퍼즈는 이전에도 선수가 할 수 있었던 것으로 알고 있다. 이번에 다시 안내해준 것이고 패치 같은 경우에는 일시적인 최소한의 조치라고 생각하고 당연하다고 본다. > 마지막으로 하고 싶은 말 KT전 2대1로 승리했는데 다음 젠지전 컨디션 관리를 잘해서 좋은 경기력을 보여주겠다.  사진=엑스포츠뉴스DB"
"서열정리 예고한 '구마유시' 이민형 ""한 명, 처리 완료…다음은 룰러"" [인터뷰]",https://mimgnews.pstatic.net/image/origin/311/2022/07/28/1481817.jpg,https://m.news.naver.com/read.nhn?oid=311&aid=0001481817,https://sports.news.naver.com/news.nhn?oid=311&aid=0001481817,https://n.news.naver.com/sports/esports/article/311/0001481817,엑스포츠뉴스,6,16822,2022-07-28T05:48:01,2022-07-28T05:48:01,"(엑스포츠뉴스 최지영기자) ""젠지전, 누가 더 위인지 보여주겠다"" 지난 27일 서울 종로 롤파크에서는 '2022 LCK 서머' 2라운드 T1 대 KT의 경기가 펼쳐졌다. 이날 T1은 대망의 통신사매치에서 2대 1 승리를 거두며 12승 고지를 달성했다. 최근 기세가 좋은 KT를 상대로 한 점 돌파를 시도하며 분위기를 반전시켰다. 특히 KT전에서 펜타킬이 나왔다. 그 주인공은 '구마유시' 이민형. 그는 제리로 짜릿한 하드캐리를 보여주며 팀을 이끌었다. 그는 경기 후 진행된 엑스포츠뉴스와의 인터뷰에서 ""우선 한 명, 서열정리를 완료했다""며 자신감 넘치는 소감을 전했다. 그는 8연승의 원동력에 대해 ""하던대로 열심히 하는 게 원동력이다. 매경기 최선을 다하고 있다""고 털어놨다. 이민형은 젠지전 2대 0 승리를 강조했다. 그는 ""다음 경기에서도 누가 더 위인지 보여주겠다. 젠지전은 2대0으로 이기겠다""고 다짐했다. 다음은 '구마유시' 이민형의 인터뷰 전문이다.  > 통신사 매치를 승리했다. 승리소감은? 펜타킬해서 기쁘다. 우선 한 명, 서열정리를 완료했다. 처리 완료.  > 다시 8연승을 쌓았다. 8연승의 원동력은 무엇인가? 우리 하던대로 열심히 하는 게 원동력이다. 매경기 최선을 다하고 있다.  > 에이밍과의 맞대결이 화제였다. 만나보니 어땠나? (나를) 보여줬다고 생각한다. 그리고 다음 경기 젠지전을 잘 준비해야겠다는 느낌이 들었다. > 1세트 유미 선픽과 시비르를 골랐는데 픽 조합을 설명해준다면? 아무래도 원딜 밸류가 높은 픽이 등장하다보니 시너지를 극대화해줄 픽이 유미였다. 시비르가 좋아졌다고 생각하지만 카운터가 있기 때문에 상황보고 픽해야한다.  > 1세트 오랜만에 원딜캐리를 보여준 느낌은? 만족하나? 오랜만에 좋았다. POG를 못 받은게 아쉽다. 오랜만에 재밌는 경기를 했고 나는 원래 원딜 캐리전은 자신 있었다.  > 2세트 유리했던 경기가 순식간에 뒤집혔다. 패배 원인은 무엇으로 봤나? 아무래도 블루 쪽에서 일어난 싸움에서 패배한 뒤 바론을 내준 게 컸다. 제리-유미 쪽이 아펠-쓰레쉬보다 후반에 좋다. 그래서 살짝 힘들었다.  > 3세트 펜타킬을 달성했다. 짜릿했을 것 같은데  상대가 오리아나 궁 빠진 거 보고 무리하게 진입했다. 운이 좋게 펜타킬을 한 것 같고 팀원들이 모두 펜타킬을 주려고 했다. 팀원들의 기뻐하는 모습에 감동받았다. 펜타킬은 원래 주는게 매너다. 팀원들이 양보할 줄 알았다.  > KT와의 경기 몇 점 주고 싶나? 98점 주겠다. 더 잘할 수 있는 여지를 남겨두겠다.  > 다음 경기가 대망의 젠지전이다. 먼저 각오는? 한명 처리했으니까 다음 경기에서도 누가 더 위인지 보여주겠다. 젠지전은 2대0으로 이기겠다.  > 1위로 치고나갈수 있는 기회인데 계속 엎치락 뒤치락 하는게 마음에 안 든다. 서열정리로 젠지를 이겨서 1위를 굳히겠다.  > 젠지에서 가장 핵심이 될 라인은 어디인가? 패치가 이어질테니 KT전 같은 밴픽이 비슷하게 나올 것 같다. 그래서 원딜이 제일 중요하다.  > 마지막으로 하고 싶은 말 KT전 이겨서 참 좋다. 펜타킬도 하고 POG도 받아 기쁘다. 다음경기도 잘하겠다.  사진=엑스포츠뉴스DB"
"8연패 끊은 '칸나' 김창동 ""감정 벅차올라…시비르 잡을 때 화끈했다"" [LCK]",https://mimgnews.pstatic.net/image/origin/311/2022/07/28/1482006.jpg,https://m.news.naver.com/read.nhn?oid=311&aid=0001482006,https://sports.news.naver.com/news.nhn?oid=311&aid=0001482006,https://n.news.naver.com/sports/esports/article/311/0001482006,엑스포츠뉴스,7,16607,2022-07-28T16:28:01,2022-07-28T10:58:01,"(엑스포츠뉴스 김수정 기자) '칸나' 김창동이 승리 소감을 전했다. 28일 서울 종로구에 위치한 롤파크에서는 '2022 LCK 서머' 2라운드, 리브 샌드박스 대 농심 레드포스의 경기가 치러졌다. 이날 한타력을 폭발시킨 농심은 리브 샌박을 2-0으로 격파하며 8연패 사슬을 끊어내는 데 성공했다. 경기 후 진행된 라이엇 공식 인터뷰에서 김창동은 ""길었던 8연패를 끊고 이겨서 너무 기쁘다. 1세트 딸 때마다 감정이 벅차올라서 재밌었다""라고 말했다. 이진혁 역시 ""연패를 끊어서 기분 좋고, 오늘이 제일 기쁘다""라며 웃음을 보였다. 금일 완벽한 경기력을 뽐냈던 '드레드' 이진혁은 ""제가 스트레스에 약한 편인데 최대한 스트레스를 안 받으려고 했다""라고 밝혔다. 김창동은 1세트에서 시비르-유미를 주고 알리스타를 가져온 것에 대해 ""바텀 픽은 제 역할이 아니어서 잘 모르겠지만, 좋아서 한 것 같다. '눈꽃' 노회종 선수가 알리스타를 픽할 때 자신 있게 이야기해서 그런가 보다 했다""라고 설명했다. 12.13 패치에서 리워크된 그웬을 상대했던 김창동은 ""그웬 궁극기가 변하면서 초보자 분들이 쓰기 편해진 것 같고, 깡딜이 올라서 초반에 강한 모습을 보여준다""라고 전했다. 해당 세트에서 나르로 좋은 활약을 펼친 것에 대해서는 ""미드 2차 포탑에서 시비르를 잡을 때 화끈했다""라고 털어놨다. 7주 차에서 완전히 달라진 모습을 보여준 농심. 비결을 묻자 이진혁은 ""연습을 열심히 했던 것 같다. 저희가 안 좋은 상황에서도 으쌰으쌰하고 그랬던 게 큰 것 같다""라고 답했다. 3세트에서 스카너를 꺼낸 이진혁. 그는 ""상대 조합을 봤을 때 스카너 각이라고 생각했는데 코치, 감독님도 스카너 해 보라고 하셨다""라고 설명했다. 이진혁은 금일 적극적인 움직임을 보여주며 팀 승리에 이바지했다. 이에 관해 ""대체적으로 라인 주도권이 있다 보니까 상대 정글을 찾으면 편할 것 같다는 생각을 했다""라고 말했다. 농심의 다음 상대는 매서운 경기력을 보여주는 프레딧 브리온이다. 김창동은 ""브리온이 팀 자체가 한타를 잘해서 그 부분을 신경 써야 할 것 같다. 이겨보겠다""라는 각오를 다졌다. 이진혁은 ""브리온전 때 개인적인 이슈로 경기를 못 나갔는데 이번에는 출전해서 꼭 이기도록 하겠다""라고 다짐했다. 사진=엑스포츠뉴스DB"
"LCK, 다음 시즌 상위 스펙 경기용 모니터 도입 논의",https://mimgnews.pstatic.net/image/origin/236/2022/07/28/226022.jpg,https://m.news.naver.com/read.nhn?oid=236&aid=0000226022,https://sports.news.naver.com/news.nhn?oid=236&aid=0000226022,https://n.news.naver.com/sports/esports/article/236/0000226022,포모스,8,13862,2022-07-28T07:35:01,2022-07-27T21:01:01,"LCK 아레나서 활용중인 경기용 모니터가 더 좋은 사양의 제품 도입을 위해 다음 시즌 교체를 위해 논의 중으로 확인됐다. 최근 LCK 경기용 모니터의 성능에 관해 일부 선수들이 의견을 낸 것으로 알려졌다. 경기용 모니터의 성능 중 화면 주사율(Refresh Rate)에서 아쉬운 부분이 있다는 이야기다. 모니터의 성능 중 하나인 화면 주사율은 Hz 단위로 표시되며, 그래픽카드에서 보낸 신호를 초당 얼마까지 그려낼 수 있는가를 나타낸다. 예를 들어 고성능 그래픽 카드가 100의 초당 프레임을 모니터로 전송한다면 주사율 100Hz 모니터는 이를 전부 사용자에게 구현할 수 있는 것. LCK에 출전하는 선수 일부는 현재 사용중인 모니터의 성능이 게임단에서 사용 중인 모니터의 성능보다 낮아 경기 진행에 아쉬움이 있다고 전했다. LCK에 출전하는 선수 중 한 명은 ""연습실에서 화면 주사율 240Hz 모델을 사용하며 적응된 상태에서 LCK 경기용 144Hz 모니터를 보면 상대 스킬이 날아오는 속도나 이동시에 부자연스럽다는 느낌이 든다""며 아쉬움을 토로했다. 특히 경기의 승패를 가르는 라인전이나 교전시에 영향이 있으며, 대략적으로 피할 수 있는 스킬 다섯 번 중 한 번은 맞게 된다는 설명. 대회를 진행하는 LCK 역시 이러한 선수들의 의견을 확인하고 개선을 준비 중이다. LCK 관계지는 ""선수들이 최선의 경기력을 보일 수 있도록 다음 시즌부터는 LG전자와 함께 더 좋은 사양의 모니터를 도입할 계획을 논의 중"" 이라고 밝힌 것. 총 10개 팀이 치르는 한국 리그 오브 레전드 프로 리그인 LCK는 현재 2022 시즌 서머 스플릿 2라운드 중반을 진행 중이며 오는 28일 강릉에서 결승을 진행할 예정이다. 이어 9월 초까지 월드 챔피언십 출전 팀을 모두 결정한 후 10월 초부터 약 5주간 북미에서 올해 마지막 공식 경기를 진행한다."
"[오!쎈 인터뷰] 통산 800전 꿈꾸는 ‘피넛’ 한왕호, “프로는 성공하려면 포기할 줄도 알아야”",https://mimgnews.pstatic.net/image/origin/109/2022/07/28/4667040.jpg,https://m.news.naver.com/read.nhn?oid=109&aid=0004667040,https://sports.news.naver.com/news.nhn?oid=109&aid=0004667040,https://n.news.naver.com/sports/esports/article/109/0004667040,OSEN,9,12619,2022-07-28T04:58:07,2022-07-28T04:58:07,"[OSEN=종로, 고용준 기자] “500전을 하는 동안 응원해 주신 팬 분들에게 감사드려요.” 역대 일곱 번째 LCK 500전 출전이라는 대기록을 세운 ‘피넛’ 한왕호는 그간의 시간을 견딜 수 있도록 버팀목이 되어준 팬 들에 감사를 잊지 않았다. 2014년 말 프로로 데뷔한 9년차 선수로서 후배들에 대한 조언도 아끼지 않았다. 한왕호는 지난 24일 서울 종로 롤파크 LCK아레나에서 열린 ‘2022 LOL 챔피언스 코리아(이하 LCK)’ 서머 한화생명과 2라운드 경기서 통산 7번째 500전에 나선 선수로 이름을 올렸다. 한왕호의 활약에 힘입어 젠지는 2-0 완승을 거뒀다. 경기 후 OSEN과 만난 한왕호는 “벌써 500전이나 됐다 라는 생각을 해본다. 한편으로 LPL을 다녀오지 않았다면 더 빨랐을 텐데 한편으로는 LPL을 갔다와 늦은게 아니다라는 아쉬움도 든다. 500전을 하는 동안 응원해 주신 팬 분들에게 감사드린다”라고 소감을 전했다. 공교롭게 500전을 찍은 이날 경기 해설 중 한 명이 ‘고릴라’ 강범현. 현역 시절 499전에서 멈춘 강범현의 기록을 뛰어 넘은 감회를 묻자 “공교롭게 범현 형과 바통을 터치한 것 같다. 범현 형의 499전이 아쉽다. 한 경기를 더 했다면 하는 아쉬움이 크다”면서 “나는 800전까지는 채우고 싶다”고 자신의 향후 목표를 밝혔다. 프로게이머로서 데뷔 당시 지금의 차이를 묻자 그는 “처음에는 성격이 강했고 고집스러웠다. 자기주관이 뚜렷한 건 지금도 마찬가지지만 이제는 조금 더 유해진 것 같다. 여러 사람들을 만나면서 경험으로 좋은 영향을 받아온 것 같다”고 답하면서 “후배들에게 포기할 줄 알아야 한다는 말을 해주고 싶다. 스무살 전후의 정말 하고 싶은 많은 나이다. 나 역시 그랬다. 프로게이머로 성공하고 싶다면 많은 걸 포기하면서 살아야 한다. 다 누리기 보다는 포기할 줄도 알아야 성공할 수 있다는 이야기를 해주고 싶다”고 후배들에 대한 프로게이머 직업관에 대한 조언도 전했다. 한왕호는 “다음 상대는 디알엑스하고 T1을 연달아 만난다. 큰 분기점이다. 두 경기 다 잡으면 정규시즌 1위로 마무리할 가능성이 높아진다. 열심히 준비해서 잘 마무리하겠다”면서 “좋은 경기력으로 팬 분들께 인사드리겠다”는 말로 인터뷰를 마무리했다. / scrapper@osen.co.kr"
"솔킬 대전 펼친 '너구리' 장하권 ""두두, 공격적인 선수…1세트 긴장 많이 됐다"" [LCK]",https://mimgnews.pstatic.net/image/origin/311/2022/07/27/1481578.jpg,https://m.news.naver.com/read.nhn?oid=311&aid=0001481578,https://sports.news.naver.com/news.nhn?oid=311&aid=0001481578,https://n.news.naver.com/sports/esports/article/311/0001481578,엑스포츠뉴스,10,10662,2022-07-27T14:46:01,2022-07-27T14:46:01,"(엑스포츠뉴스 최지영기자) ""탑 사이온은 감독님의 적극 추천이었다""  27일 서울 종로 롤파크에서는 '2022 LCK 서머' 2라운드 담원 기아 대 한화생명의 맞대결이 펼쳐졌다. 이날 담원 기아는 한화생명 상대로 풀세트 접전 끝에 승리를 거뒀다. 9승 고지를 달성한 담원 기아는 플옵 안정권에 접어들었다. 1세트에서 '두두' 이동주에게 일격을 맞은 '너구리' 장하권. 그는 2, 3세트 분노를 폭발하듯 팀을 이끌었다. 그는 경기 후 진행된 라이엇 공식 방송 인터뷰에서 ""오늘 이렇게 2대 1로 이긴게 처음인데 이기게 되어 기쁘다""며 승리 소감을 전했다. 그는 '두두' 이동주와의 솔킬 대전에 ""나는 피오라 판이 가장 기억에 남는다. 게임 하면서 긴장이 많이 됐다""고 털어놨다. 그는 1세트 패배 후 피드백에 대해 ""나르가 없으면 그웬을 벤해야겠다고 생각했고 2세트 때는 픽에 맞춰 탑을 어떻게 뽑을 지 생각했다""고 설명했다. 원딜 메타에서 탑끼리 치고 박는 싸움을 펼친 양 팀. 장하권은 '두두' 이동주와의 맞대결에 ""전령 타이밍 때 서로 딜교를 주고 받다 보니 궁극기 도는 턴에 운 좋게 따냈다. 공격적인 선수다""고 설명했다. 그는 탑 사이온 픽 배경으로 ""일단 감독님의 적극 추천이 있었다. 앞 경기에서도 나왔고 바텀이 중요한 메타에서 사이온이 단단하게 버텨줄 수 있다는 이야기가 나와 선택하게 됐다""고 털어놨다. 다음 경기에서 KT와 만나는 담원 기아. 그는 ""다음 경기도 잘 준비해서 좋은 모습 보여줄 수 있도록 하겠다""고 각오를 다졌다.  사진=엑스포츠뉴스DB"
