title,thumbnail,linkUrl,pcLinkUrl,mobileLinkUrl,officeName,rank,hitCount,updatedAt,createdAt,content
"'감히 베인을 꺼내?' 리브 샌박, 접전 끝에 DRX 꺾고 '플옵 딱 기다려!' [LCK]",https://mimgnews.pstatic.net/image/origin/311/2022/07/30/1482728.jpg,https://m.news.naver.com/read.nhn?oid=311&aid=0001482728,https://sports.news.naver.com/news.nhn?oid=311&aid=0001482728,https://n.news.naver.com/sports/esports/article/311/0001482728,엑스포츠뉴스,1,34722,2022-07-30T10:41:01,2022-07-30T10:41:01,"(엑스포츠뉴스 최지영기자) 리브 샌박이 DRX를 꺾고 9승 고지를 달성했다.  30일 서울 종로 롤파크에서는 '2022 LCK 서머' 2라운드 DRX 대 리브 샌박의 맞대결이 진행됐다. 이날 DRX에서는 '킹겐' 황성훈, '표식' 홍창현, '제카' 김건우, '데프트' 김혁규, '베릴' 조건희가 출전했다. 리브 샌박에서는 '도브' 김재연, '크로코' 김동범, '클로저' 이주현, '프린스' 이채환, '카엘' 김진홍이 등장했다. 3세트에서 리브 샌박은 블루 진영을 DRX는 레드 진영을 선택했다. 리브 샌박은 세주아니, 오공, 아리, 시비르, 레오나를 픽했다. DRX는 나르, 트런들, 리산드라, 베인, 노틸러스를 골랐다. 시작부터 봇이 핫 플레이스였다. 프린스-카엘이 먼저 싸움을 걸었지만 데프트-베릴이 제대로 받아치면서 데프트가 킬을 먹었다. 리브 샌박은 봇 패배에도 첫 화염용을 빠르게 쳤고 이를 캐치한 DRX가 덮쳤지만 한타는 패배했다. 리브 샌박의 결단력이 빛난 순간이었다. 싸움은 계속됐다. 첫 전령 타임, 다시 한 번 대규모 한타가 열렸고 리브 샌박이 잘 대처하며 전령을 회득했다. DRX는 흔들렸다. 탑을 끝까지 막으려 했지만 줄줄히 잡혔고 순식간에 기세는 리브 샌박에게 넘어갔다.  DRX에게 빨간불이 켜졌다. 리브 샌박은 6킬 프린스를 앞세워 치고 나갔고 1차를 밀면서 다시 한 번 대승을 거뒀다. 리브 샌박은 DRX에게 시간을 주지 않았다. 잘 큰 데프트를 끊고 봇 고속도로를 뚫은 리브 샌박은 억제기도 파괴했다. 골드 차이를 쭉쭉 벌린 리브 샌박은 바론을 치면서 싸움으로 전환, 힘의 차이를 보여주며 3킬을 먹었고 바론도 손쉽게 처치했다. 25분 경 리브 샌박은 바론 버프를 두른 채 3억제기를 파괴했고 그대로 쌍둥이까지 터트리며 경기를 마무리했다.  사진=엑스포츠뉴스DB"
"[LCK] T1과 젠지, 별들의 잔치",https://mimgnews.pstatic.net/image/origin/236/2022/07/30/226123.jpg,https://m.news.naver.com/read.nhn?oid=236&aid=0000226123,https://sports.news.naver.com/news.nhn?oid=236&aid=0000226123,https://n.news.naver.com/sports/esports/article/236/0000226123,포모스,2,17020,2022-07-30T03:31:01,2022-07-30T03:31:01,"T1과 젠지가 정규 리그 1위 자리를 놓고 맞대결을 펼친다. 2라운드 가장 많은 기대를 받고 있는 두 팀의 대결. 최고의 선수들이 펼칠 대결은 팬들의 입장에서 마치 별들의 잔치와도 같다. 30일, 2라운드 최고의 빅 매치가 치러진다. 24일 나란히 플레이오프 진출을 확정 지은 T1과 젠지가 정규 리그 정상의 주인을 가린다. 두 팀은 이번 서머 시즌 가장 우승에 가까운 팀이라 평가받고 있다. 양 팀 모두 전 라인에 캐리 가능한 라이너들과 정글러를 보유하고 있는 팀으로, T1은 탑과 정글이, 젠지는 미드와 바텀이 이번 서머 시즌 맹활약을 펼치고 있다. T1의 탑 라이너 ‘제우스’ 최우제와 정글러 ‘오너’ 문현준은 데뷔한지 얼마 되지 않은 선수라는 것이 믿기지 않을 정도로 노련한 모습을 보이고 있다. 올해 처음 주전으로 활동하기 시작한 최우제는 현재 LCK 최고의 탑 라이너로 평가받고 있다. 최우제는 어떤 상황에서라도 잘 성장한다. 상대의 무차별적 갱킹으로 인해 라인전 단계에서 고전하더라도 어느 순간 탑을 보면 이기고 있다. 교전 상황에서도 자신의 역할을 정확하게 인지하며 상황에 따라 팀의 든든한 방패가 되기도, 상대 딜러진의 목을 베는 날카로운 칼이 되기도 한다. T1 라이너들에게 활력소를 불어넣는 정글러 문현준. 그는 리 신을 플레이할 때 더욱 빛나는 것처럼 보인다. 이번 서머 시즌 그가 가장 많이 기용한 챔피언도 리 신이다. 11번 플레이해 11승 1패를 기록하고 있다. 특히 젠지와의 1라운드 3세트에서는 리 신을 통해 ‘쵸비’ 정지훈의 코르키를 라인전 단계에서부터 괴롭히며 성장에 제약을 걸었고, 이후 교전 단계에서도 활약하며 젠지에게 이번 시즌 첫 패배를 안겼다. T1의 탑과 정글이 뛰어난 선수들 가운데서도 더욱 빛나는 모습을 보이고 있다면, 젠지는 미드와 바텀 듀오가 이번 서머 시즌 최고의 기량을 선보이고 있다. 미드 라이너 ‘쵸비’ 정지훈은 뛰어난 피지컬과 더불어 게임에 대한 높은 이해도도 보유하고 있다. “미드 챔피언은 상성이 정리돼 있다. 상대가 무엇을 한다면 난 무엇을 할 수 있는지 안다”며 밴픽 단계에서부터 우위를 점한다. 그는 게임 초반 단계에서도 숨 막히는 라인전을 통해 상대 미드 라이너와의 격차를 벌리며 어디서 벌어왔을지 모르는 CS 수급을 통해 압도적인 성장에 성공한다. 이 때문일까. 그와 상대하는 많은 미드 라이너들은 입을 모아 “쵸비와 대결하면 배우는 것이 많다”는 극찬을 아끼지 않는다. 정지훈과 함께 젠지의 바텀 듀오도 맹활약을 펼치고 있다. ‘룰러’ 박재혁은 원거리 딜러의 역할이 중요해진 현 메타가 마치 자신을 위한 패치인 것 같은 경기력을 보여주고 있다. ‘리헨즈’ 손시우 또한 박재혁을 든든하게 지켜주며 원거리 딜러 캐리에 힘을 보탠다. 이번 패치는 실제로 젠지의 바텀 듀오에게도 호재로 작용한 것 같다. 현재 서포터 라인에서 1티어로 평가받는 유미는 손시우가 이전부터 즐겨 사용했던 챔피언이다. 또한, 상대가 유미를 가져갔을 경우 자신의 시그니처픽인 신지드를 통해 카운터를 치는 것도 가능하다. LCK 최고의 팀들이 펼치게 될 대결, 10명의 선수들이 보여줄 최고의 플레이는 팬들에게 풍성한 볼거리를 제공할 예정이다. 전 라인이 캐리 가능한 T1과 젠지가 정규 리그 1위 자리를 놓고 서로를 쓰러트리고자 한다."
4주 만에 공동 선두 체재 깨진 LCK CL,https://mimgnews.pstatic.net/image/origin/005/2022/07/30/1543293.jpg,https://m.news.naver.com/read.nhn?oid=005&aid=0001543293,https://sports.news.naver.com/news.nhn?oid=005&aid=0001543293,https://n.news.naver.com/sports/esports/article/005/0001543293,국민일보,3,14015,2022-07-30T07:41:01,2022-07-30T07:41:01,"LCK 제공 T1과 리브 샌드박스의 2군 리그 공동 선두 체재가 4주 만에 깨졌다. 지난 25일부터 29일까지 온라인으로 진행된 ‘2022 LCK 챌린저스 리그(LCK CL)’ 서머 시즌 정규 리그 7주 차 경기에서 T1은 4승을, 리브 샌박은 4패를 추가했다. T1은 19승9패, 리브 샌박은 15승13패가 돼 대회 3주 차부터 공동 선두를 달려왔던 두 팀 간 희비가 교차했다. 두 팀은 정규 리그 6주 차를 나란히 15승9패로 마무리한 바 있다. T1은 이번 주에 농심 레드포스, 한화생명e스포츠, 리브 샌박, 젠지 상대로 전승을 거두고 단독 1위가 됐다. 반면 리브 샌박은 DRX, 담원 기아, T1, KT에 승점을 헌납해 단숨에 4위로 내려갔다. 리브 샌박이 주춤한 사이 담원 기아와 젠지가 매서운 기세로 치고 올라왔다. 담원 기아는 7주 차에도 4전 전승을 거둬 9연승을 기록했다. 프레딧 브리온, 리브 샌박, DRX, 광동 프릭스 상대로 승점을 빼앗은 이들은 18승10패를 기록, 단독 2위가 됐다. 3승1패를 추가한 젠지(16승12패)도 3위 자리를 비집고 들어왔다. 중위권은 여전히 촘촘하다. 농심과 DRX, KT가 나란히 5할 승률(14승14패)을 기록해 공동 5위 싸움을 이어나갔다. 세 팀은 지난 6주 차에도 같은 승률과 순위를 기록한 바 있다. 사이 좋게 2승2패씩을 추가한 셈이다. 하위권도 순위 변화가 없었다. 광동이 12승16패로 8위, 한화생명이 10승18패로 9위에 이름을 올렸다. 프레딧은 8승20패로 꼴찌인 10위에 머물렀다. 세 팀은 나란히 1승3패씩을 거뒀다."
"[오!쎈 인터뷰] 최성훈 T1 감독, “젠지전, 꼭 이겨야 하는 경기”",https://mimgnews.pstatic.net/image/origin/109/2022/07/30/4668440.jpg,https://m.news.naver.com/read.nhn?oid=109&aid=0004668440,https://sports.news.naver.com/news.nhn?oid=109&aid=0004668440,https://n.news.naver.com/sports/esports/article/109/0004668440,OSEN,4,14014,2022-07-30T03:30:03,2022-07-30T03:30:03,"[OSEN=종로, 고용준 기자] “벌써 8연승 인가요. 연승 숫자를 크게 의식하지 않았는데, 젠지전도 이겨야죠.” ‘연승을 크게 의식하지 않았다’고 언급한 최성훈 감독은 ‘정상 대전’이라 불리는 젠지전 역시 승리하겠다고 각오를 다졌다. T1은 30일 오후 서울 종로 롤파크 LCK아레나에서 열리는 ‘2022 LOL 챔피언스 코리아(이하 LCK)’ 서머 젠지와 2라운드 일전을 치른다. 지난 27일 KT전을 2-1로 승리하고 OSEN과 만난 최성훈 T1 감독은 “벌써 8연승인줄 몰랐다. 돌아보니까 많이 이긴 것 같아 기쁘다”고 웃으면서 “매 경기마다 언급힌 것 같지만 승리하는게 쉽지는 않다. 가끔 원사이드하게 이기기도 하지만, 팀들의 실력이 평균적으로 좋아지면서 일방적인 경기는 잘 나오지 않는 것 같다”고 웃었다. 덧붙여 그는 “매 경기 힘든 경기라고 생각하고 준비한다. 선수들도 그에 맞춰서 준비한다. 힘든 경기를 잘 치러줘서 다행이다. KT전은 한 마디로 정리해서 봇 캐리 싸움에서 우리가 승리한 것”이라고 KT전 승인을 설명했다. 젠지전을 앞두고 있는 최 감독은 “우리 입장에서는 득실이 부족한 상황이다. 꼭 이겨야 하는 경기다. 반드시 이기겠다는 생각으로 준비하겠다”고 목소리를 높였다. 끝으로 최성훈 감독은 “올해는 스프링 시즌부터 다섯 선수가 매 경기 출전하고 있다. 선수들이 지쳤을 때도, 힘든 순간이 있었음에도 항상 최선을 다해줘서 고맙다는 말을 하고 싶다. 나에게는 정말 보배같은 친구들이다. 항상 열심히 해줘서 뿌듯하고 감사하다”고 선수들에 대한 깊은 애정을 표현하면서 인터뷰를 마무리했다. / scrapper@osen.co.kr"
‘유미’ 있어야 톰 없는 ‘제리’된다,https://mimgnews.pstatic.net/image/origin/005/2022/07/30/1543272.jpg,https://m.news.naver.com/read.nhn?oid=005&aid=0001543272,https://sports.news.naver.com/news.nhn?oid=005&aid=0001543272,https://n.news.naver.com/sports/esports/article/005/0001543272,국민일보,5,12996,2022-07-30T01:01:01,2022-07-30T01:01:01,‘룰러’ 박재혁이 언급한 1티어 ‘제리’ LCK 제공 ‘룰러’ 박재혁이 무적 원딜로 불리는 챔피언 ‘제리’에 대한 자신의 의견을 밝혔다. 젠지는 지난 28일 서울 종로구 LCK 아레나에서 열린 ‘2022 LoL 챔피언스 코리아(LCK)’ 서머 시즌 정규 리그 2라운드 경기에서 DRX에 2대 0으로 이겼다. 이로써 젠지는 12승1패(+22)로 1위에 올랐다. 이날 박재혁은 1세트에서 화제의 챔피언 제리를 골라 좋은 활약을 펼쳤다. 제리는 최근 대회에서 좋은 승률을 기록하고 있어 ‘1티어’ 챔피언으로 평가받는다. 박재혁도 제리의 성능을 높게 평가했다. 그는 제리의 위력에 대해 “확실히 폭발력 있는 모습을 보여서 1티어라는 얘기가 많다”라고 언급했다. 다만 제리가 100% 성능을 발휘하기 위해선 파트너 챔피언 유미가 있어야 한다는 점을 전제로 했다. 그는 “유미를 낀 제리와 그렇지 않은 제리는 차이가 크게 난다”라며 “유미가 없을 때 제리는 확실히 카운터 칠만한 상황이 많지만 유미를 낀 제리는 너무 높은 티어”라고 덧붙였다. 박재혁은 2세트에서 칼리스타를 골랐다. 그는 칼리스타 선택마저 제리를 상대하기 위한 것이었다고 밝혔다. 그는 “칼리스타와 레나타 조합이 제리를 카운터 치기 좋다고 생각했다”라고 말했다. 한편 박재혁은 2세트 경기에 대해 “칼리스타로 게임을 할 때 초반 라인전에서 생각했던 것보다 못한 부분이 있다”라며 “중후반에서 턴을 많이 써서 못 먹은 게 많았다. 많이 굶은 게 아쉽다”라고 아쉬운 마음을 털어놨다. 젠지는 오는 30일 T1(12승1패 +17)과 경기를 앞두고 있다. 젠지는 지난 1라운드를 포함해 올해 T1 상대로 매치 승리가 없다. T1전을 준비하는 박재혁 또한 비장한 마음이다. 그는 팬을 향해 “늘 너무 과분한 응원을 받는 것 같아 감사하다. 오는 T1전도 열심히 해서 좋은 결과를 보여드리겠다”라고 약속했다.
[오피셜] T1 와일드 리프트 팀과 여정 마무리,https://mimgnews.pstatic.net/image/origin/236/2022/07/29/226114.jpg,https://m.news.naver.com/read.nhn?oid=236&aid=0000226114,https://sports.news.naver.com/news.nhn?oid=236&aid=0000226114,https://n.news.naver.com/sports/esports/article/236/0000226114,포모스,6,6467,2022-07-29T09:35:01,2022-07-29T09:03:01,"T1이 지난해부터 함께해 온 와일드 리프트 팀과 작별한다. T1은 29일 공식 소셜 네트워크 채널 등을 통해 와일드 리프트 팀의 여정을 마무리하게 됐다고 발표했다. T1 와일드 리프트 팀은 지난해 7월 ‘왕자영요’ 출신의 선수들을 주축으로 창단됐으며, 2021 와일드 리프트 라이벌스: LCK vs. LPL 인비테이셔널을 시작으로 우리나라에서 개최된 와일드 리프트의 대회에 꾸준히 참가했다. 최고 성적은 2022 와일드 리프트 챔피언스 코리아 프리시즌 인비테이셔널 우승이며 2022 와일드 리프트 챔피언스 코리아 스프링서 3위에 입상하며 국제 대회인 2022 와일드 리프트 아이콘스 글로벌 챔피언십에 롤스터Y, 광동 프릭스 등과 함께 WCK 대표로 참가했다. 한편 T1은 글을 마무리하며 “매 경기 활약해 준 '준' 김영준 코치, '쫑' 박경민 선수, '제이와이' 이준 선수, '코어' 정용훈 선수, '비디쥐' 김동영 선수, '펭귄' 이경호 선수에게 감사드리며, 이들의 새로운 도전을 응원하겠다.“라고 인사를 전했다."
"[LCK 영상] '제우스' 최우제, ""조 마쉬 CEO님 북소리에...뭐지?...어우 대박!""",https://mimgnews.pstatic.net/image/origin/347/2022/07/30/165095.jpg,https://m.news.naver.com/read.nhn?oid=347&aid=0000165095,https://sports.news.naver.com/news.nhn?oid=347&aid=0000165095,https://n.news.naver.com/sports/esports/article/347/0000165095,데일리e스포츠,7,6299,2022-07-30T01:17:02,2022-07-30T01:17:02,"▶해당영상 바로가기=https://youtu.be/oCrRMnkwt1E Q, 이동통신사전서 승리한 소감은? A, 제 쪽에서 사고가 많이 난 거 같아 그 부분은 아쉽다. 2대0으로 깔끔하게 이기고 싶었는데 2대1로 이겨서 그것도 아쉽다.  Q, 최근에 폼이 좋은 '라스칼' 김광희와의 대결이었다. A, kt팀 자체가 '에이밍' 김하람의 폼이 워낙 좋다. 밴픽도 '에이밍'의 캐리를 위주로 짜서 '라스칼' 선수 입장서는 팀 입장을 잘 받아주고 버티는 역할을 맡는 거 같다. 붙어보니 역시 '단단하다'라는 생각이 들었다. Q, 3세트 상대가 사이드 운영할 때 바론을 치면서 승기를 잡을 수 있던 거 같은데. A, 마지막까지 긴장의 끈을 늦출 수가 없었다. 그래도 경기 막바지에 트위치를 'E'로 들어 올렸을 때 이 한 타는 이길 수 있겠다라는 생각을 했다.  Q, 인터뷰에서 호흡적인 부분서 안 맞는다는 이야기가 나오기도 했다. A, 스프링 때보다는 평온하지 않고 흔들릴 때도 있다. 사실 스프링 때도 2대1 승리가 많았던 거로 기억해서 팀의 특성이라고 보면 될 거 같다. 결국 승리했기에 이런 경험이 큰 무대서도 도움이 될 거로 생각한다.  Q, 개인적으로 이동통신사전에 대한 중요성을 느끼는지. A, 이통사 매치가 맞지만 최근 몇년 간은 T1의 성적이 좋았다고 생각한다. 그다지 의식하지 않는 거 같다. Q, 입장할 때 조마쉬 CEO가 북을 치던데 깜짝 놀랐을 거 같다. A, 입장할 때 북소리가 들리길래 '뭐지?'라고 있었는데 누가 말을 해주더라. '어우...대박'이라는 느낌이었다. Q, 다음 상대는 1위 싸움을 하는 젠지e스포츠다. A, 정규시즌 1위를 하기 위해선 무조건 이겨야 하는 상대다. 엄숙한 태도로 잘할 거 같다. 정말 꼭 이기고 싶다. Q, '구마유시' 이민형 선수가 젠지전 승리 후 '콩댄스'를 춘다고 하던데. A, '역시 구마유시다'라는 생각이 첫 번째로 들었다. 젠지 상대로 인터뷰를 막갈나게 잘하다보니 항상 기대가 되는 거 같다. Q, 마지막으로 하고 싶은 말은. A, 하다 보니 100매치를 기록했다. 시간이 빨리 지나간다는 생각이 들었다. LCK에서 많은 경기를 경험하면서 오래오래 팬들을 만나고 싶다. Q, POG 1,000점으로 선두인데 수상에 욕심이 날 거 같다. A, 상을 받고 싶다라는 생각이 50%, 신경끄고 게임이나 하자라는 생각 50%인 거 같다."
"[LCK] ‘정상 대전’ 젠지-T1, 2R 베스트5 공개",https://mimgnews.pstatic.net/image/origin/109/2022/07/30/4668638.jpg,https://m.news.naver.com/read.nhn?oid=109&aid=0004668638,https://sports.news.naver.com/news.nhn?oid=109&aid=0004668638,https://n.news.naver.com/sports/esports/article/109/0004668638,OSEN,8,5964,2022-07-30T10:44:06,2022-07-30T10:44:06,"[OSEN=종로, 고용준 기자] 앞서 열린 은행 더비는 일종의 에피타이저였다. 7주차 아니 2라운드 최고의 매치라고 할 수 있는 젠지와 T1의 정상 대전의 베스타5가 공개됐다. 젠지와 T1은 30일 오후 서울 종로 롤파크 LCK아레나에서 ‘2022 LOL 챔피언스 코리아(이하 LCK)’ 서머 스플릿 2라운드로 격돌한다. 젠지와 T1은 이번 서머 정규 리그 내내 앞서거니 뒤서거니하며 1위 결졍을 펼쳐왔다. 젠지는 서머 개막 이후 6연승을 이어가면서 1위를 지켜왔고 T1은 4연승을 이어가던 중 광동 프릭스에게 일격을 당하면서 2022년 LCK에서 처음으로 패배를 당했다. 불의의 일격을 당한 이후 T1은 전열을 정비했고 7월 8일 젠지와의 대결에서 2대1로 승리하면서 젠지의 연승 행진에 제동을 걸었다. 이후 두 팀은 누구에게도 패하지 않으면서 승승장구했고 젠지가 6연승, T1이 8연승을 달리면서 나란히 12승 1패를 기록 중이다. 젠지는 쵸비’ 정지훈과 함께 ‘도란’ 최현준, ‘피넛’ 한왕호. ‘룰러’ 박재혁, ‘리헨즈’ 손시우가 선발로 나서고, T1은 이상혁을 필두로 제우스’ 최우제, ‘오너’ 문현준, ‘구마유시’ 이민형, ‘케리아’ 류민석 등 선발 라인업에 이름 석자를 올렸다. / scrapper@osen.co.kr"
"[LCK] 악연 끊어낸 젠지, T1 2대0 격파...T1전 7연패 탈출(종합)",https://mimgnews.pstatic.net/image/origin/347/2022/07/30/165125.jpg,https://m.news.naver.com/read.nhn?oid=347&aid=0000165125,https://sports.news.naver.com/news.nhn?oid=347&aid=0000165125,https://n.news.naver.com/sports/esports/article/347/0000165125,데일리e스포츠,9,5576,2022-07-30T13:35:01,2022-07-30T13:23:01,젠지e스포츠가 T1과의 악연을 끊었다. 1위 싸움을 두고 벌어진 경기서 승리했고 2년 동안 이어진 연패도 끊었다.  젠지는 30일 오후 서울 종로구 그랑서울 롤파크 LCK 아레나에서 열린 2022 LCK 서머 7주 차 T1과의 경기서 2대0으로 승리했다. T1의 9연승을 저지한 젠지는 7연승과 함께 시즌 13승(1패) 고지에 올랐다. T1은 시즌 2패(12승)째를 당했다.  젠지가 T1과의 경기서 승리한 건 지난 2021년 LCK 스프링 플레이오프 2라운드서 3대0으로 승리한 이후 처음이다. 젠지는 T1전 7연패 끝에 승리를 따냈다.  1세트서 '쵸비' 정지훈의 사일러스'와 '룰러' 박재혁의 루시안 활약으로 승리한 젠지는 2세트 경기 12분 바텀에서 '쵸비' 정지훈의 아리가 킬을 가져왔고 경기 20분 대지 드래곤 한타 싸움서는 '룰러' 박재혁의 제리가 펜타 킬을 기록했다.  이어진 미드 전투서 '룰러'의 제리가 쿼드라 킬을 기록한 젠지는 바텀 전투서도 대승을 거뒀다. 결국 젠지는 '룰러'의 제리를 앞세워 경기 25분 상대 본진으로 들어가 넥서스를 두고 벌어진 한타서 승리하며 경기를 매듭지었다.
"죽음, 세금 그리고 서머의 룰러",https://mimgnews.pstatic.net/image/origin/005/2022/07/30/1543305.jpg,https://m.news.naver.com/read.nhn?oid=005&aid=0001543305,https://sports.news.naver.com/news.nhn?oid=005&aid=0001543305,https://n.news.naver.com/sports/esports/article/005/0001543305,국민일보,10,4931,2022-07-30T13:32:02,2022-07-30T13:28:02,"‘룰러 펜타+쿼드라킬’ 젠지, T1에 1R 패배 설욕 젠지가 ‘룰러’ 박재혁의 펜타 킬에 힘입어 T1에 1라운드 패배를 설욕했다. 젠지는 30일 서울 종로구 LCK 아레나에서 열린 ‘2022 LoL 챔피언스 코리아(LCK)’ 서머 시즌 정규 리그 2라운드 경기에서 T1을 2대 0으로 꺾었다. 13승1패(+24)가 돼 단독 선두 자리를 지켰다. 동시에 T1(12승2패 +15)의 추격을 뿌리치는 데 성공했다. 결승전을 포함한 지난 스프링 시즌 세 번의 맞대결, 서머 시즌 정규 리그 1라운드 경기 등 총 네 번의 맞대결에서 졌던 아픔을 갚은 젠지다. T1은 올해 두 번째이자 서머 시즌 두 번째 매치 패배를 당했다. 젠지의 심장 박재혁이 1·2세트 모두 POG로 선정되는 수준의 활약을 펼쳤다. 특히 2세트 때는 제리를 골라 펜타 킬과 쿼드라 킬을 연달아 기록하면서 게임을 하드 캐리했다. 젠지는 박재혁을 선봉장으로 내세워 24분 만에 게임을 끝냈다. 1세트 땐 T1이 리드를 잡기도 했다. 그러나 젠지가 ‘도란’ 최현준(아칼리)과 ‘피넛’ 한왕호(스카너)의 끈기 있는 플레이로 게임을 뒤집었다. 게임이 후반부로 넘어가자 ‘루나미(루시안·나미)’ 조합의 힘이 살아나면서 박재혁의 딜링 능력이 살아났다. 젠지가 35분 만에 T1 넥서스를 부쉈다. 올 시즌 박재혁의 기량은 동 포지션에서 압도적인 수준이다. 경기 전까지 KDA(7.5), DPM(819), DMG/GOLD(1.60), GD@15(1284) 등 분야에서 1위를 기록했다. 이날 POG 포인트 200점을 추가하면서 총 1000점으로 ‘제우스’ 최우제와 함께 POG 포인트 공동 선두가 됐다."
