title,thumbnail,linkUrl,pcLinkUrl,mobileLinkUrl,officeName,rank,hitCount,updatedAt,createdAt,content
"[LCK] kt, 담원 기아 꺾고 5위 사수…팀 순위 &lt; 7월 29일 기준 &gt;",https://imgnews.pstatic.net/image/origin/347/2022/07/29/165085.jpg,https://n.news.naver.com/mnews/article/347/0000165085?sid=10779a79b,https://sports.news.naver.com/news.nhn?oid=347&aid=0000165085,https://n.news.naver.com/sports/esports/article/347/0000165085,데일리e스포츠,1,0,2022-07-29T14:58:01,2022-07-29T14:58:01,kt 롤스터.   ◆2022 리그 오브 레전드 챔피언스 코리아(LCK) 서머 팀 순위 < 7월 29일 기준 > 순위 이름 승패 세트득실(세트승-세트패) 1위 젠지 12승 1패 +22(25-3) 2위 T1 12승 1패 +17(25-8) 3위 담원 기아 9승 5패 +10(21-11) 4위 리브 샌드박스 8승 5패 +5(17-12) 5위 kt 롤스터 8승 6패 +4(19-15) 6위 디알엑스 7승 6패 0(16-16) 7위 광동 프릭스 5승 8패 -9(11-20) 8위 농심 레드포스 3승 10패 -14(8-22) 9위 한화생명 1승 12패 -17(8-25) 10위 프레딧 브리온 1승 12패 -18(6-24)
"[LCK] 200p 추가한 '테디' 박진성, 9위로 점프… POG 순위 &lt; 7월 29일 기준 &gt;",https://imgnews.pstatic.net/image/origin/347/2022/07/29/165084.jpg,https://n.news.naver.com/mnews/article/347/0000165084?sid=10779a79b,https://sports.news.naver.com/news.nhn?oid=347&aid=0000165084,https://n.news.naver.com/sports/esports/article/347/0000165084,데일리e스포츠,2,0,2022-07-29T14:53:01,2022-07-29T14:53:01,"'테디' 박진성.   ◆2022 리그 오브 레전드 챔피언스 코리아(LCK) 서머 POG 순위 < 7월 29일 기준 > 순위 이름 아이디 소속 포인트 1위 최우제 Zeus T1 1,000 2위 김하람 Aiming kt 롤스터 900 3위 박재혁 Ruler 젠지 800 4위 허수 ShowMaker 담원 기아 700 4위 이채환 Prince 리브 샌드박스 700 6위 한왕호 Peanut 젠지 600 6위 김건부 Canyon 담원 기아 600 6위 정지훈 Chovy 젠지 600 9위 김건우 Zeka 디알엑스 500 9위 이민형 Gumayusi T1 500 9위 박진성 Teddy 광동 프릭스 500 12위 문현준 Oner T1 400 12위 서대길 deokdam 담원 기아 400 12위 황성훈 Kingen 디알엑스 400 12위 김동범 Croco 리브 샌드박스 400 12위 홍창현 Pyosik 디알엑스 400 12위 이주현 Clozer 리브 샌드박스 400 12위 이상혁 Faker T1 400 12위 이동주 DuDu 한화생명 400 20위 이가을 Aria kt 롤스터 300 20위 김장겸 OnFleek 한화생명 300 20위 유수혁 FATE 광동 프릭스 300 20위 이대광 VicLa kt 롤스터 300 20위 곽보성 Bdd 농심 300 20위 김창동 Canna 농심 300 20위 최현준 Doran 젠지 300 20위 김광희 Rascal kt 롤스터 300 28위 손시우 Lehends 젠지 200 28위 김기인 Kiin 광동 프릭스 200 28위 조건희 BeryL 디알엑스 200 28위 류민석 Keria T1 200 28위 김태훈 Lava 프레딧 200 28위 김형규 Kellin 담원 기아 200 28위 엄성현 Umti 프레딧 200 28위 장하권 Nuguri 담원 기아 200 28위 이진혁 Dread 농심 200 37위 김혁규 Deft 디알엑스 100 37위 김재연 Dove 리브 샌드박스 100 37위 김홍조 Karis 한화생명 100 37위 김진홍 Kael 리브 샌드박스 100 37위 최엘림 Ellim 광동 100 37위 유환중 Delight 프레딧 100 37위 박기태 Morgan 프레딧 100 37위 문우찬 Cuzz kt 롤스터 100"
"[LCK] 강해진 KT, 담원에 짜릿한 2-0 셧아웃(종합)",https://imgnews.pstatic.net/image/origin/109/2022/07/29/4668284.jpg,https://n.news.naver.com/mnews/article/109/0004668284?sid=10779a79b,https://sports.news.naver.com/news.nhn?oid=109&aid=0004668284,https://n.news.naver.com/sports/esports/article/109/0004668284,OSEN,3,0,2022-07-29T14:24:04,2022-07-29T14:24:04,"[OSEN=종로, 고용준 기자] ‘여름이면 강해지는 마법’이 이번 여름 다시 KT에 찾아왔다. KT가 난전 담원을 상대로 짜릿한 2-0 승리를 거뒀다. KT는 29일 오후 서울 종로 롤파크 LCK아레나에서 열린 ‘2022 LOL 챔피언스 코리아(이하 LCK)’ 서머 담원과 2라운드 경기서 ‘라스칼’ 김광희와 ‘커즈’ 문우찬의 활약에 힘입어 2-0으로 승리했다. ‘라스칼’ 김광희는 LCK 통산 20번째, 탑으로는 세 번째 1000킬 달성의 주인공이 됐다. 이 승리로 KT는 시즌 8승(6패 득실 +4)째를 올리면서 6위 디알엑스와 격차를 반 경기 차이로 벌렸다. 10승 달성과 함께 플레이오프 확정을 노렸던 담원은 시즌 5패(9승 득실 +10)째를 당했다. 경기 스코어 달리 두 세트내내 엎치락 뒤치락하는 접전의 연속이었다. 1세트는 담원이 초반 전령 교전부터 시작해 오브젝트 주도권을 가져가며 유리하게 출발한 상황에서 ‘라스칼’ 김광희가 특급 백도어로 흐름을 뒤집으면서 KT가 먼저 웃었다. 2세트 역시 명승부였다. KT가 빠르게 주도권을 잡은 상황에서 담원이 뒷심을 발휘하면서 글로벌골드를 뒤집고, KT를 위기로 몰았다. 드래곤의 영혼을 KT가 가져갔지만, 담원은 KT의 중앙 억제기까지 공략하면서 긴장감을 고조시켰다. 승부는 두 번째 장로 드래곤 전투에서 갈렸다. ‘커즈’ 문우찬이 짜릿하게 장로 드래곤을 사냥했고, 버프를 두른 KT는 여세를 몰아 담원의 넥서스에 승리의 깃발을 꽂았다. / scrapper@osen.co.kr"
"[LCK] 서머의 kt, 명승부 끝에 담원 기아 격파...서부 조 재입성(종합)",https://imgnews.pstatic.net/image/origin/347/2022/07/29/165083.jpg,https://n.news.naver.com/mnews/article/347/0000165083?sid=10779a79b,https://sports.news.naver.com/news.nhn?oid=347&aid=0000165083,https://n.news.naver.com/sports/esports/article/347/0000165083,데일리e스포츠,4,0,2022-07-29T15:52:01,2022-07-29T13:59:01,"kt 롤스터가 명승부 끝에 담원 기아를 꺾고 다시 한번 서부조에 입성했다.  kt는 29일 오후 서울 종로구 그랑서울 롤파크 LCK 아레나에서 열린 2022 LCK 서머 7주 차 담원 기아와의 경기서 2대0으로 승리했다. 승리한 kt는 시즌 8승 6패(+4)를 기록하며 디알엑스(7승 6패)을 제치고 5위로 올라섰다.  반면 담원 기아는 시즌 5패(9승)째를 당했다. 4위 리브 샌드박스(8승 5패)와는 반 게임 차로 좁혀졌다.  kt가 1세트서 골드 7,000 격차를 뒤집으며 승리를 따냈다. 경기 중반까지 담원 기아에게 밀리는 모습을 보인 kt는 경기 23분 탑에서 '라스칼' 김광희의 그웬이 '너구리' 장하권의 오른을 잡았고, 사이드 운영으로 탑 3차 포탑을 밀어냈다.  이어 '라스칼'의 그웬이 순간이동으로 오브젝트 쪽으로 넘어와서 '쇼메이커' 허수의 리산드라를 정리한 kt는 경기 35분 '커즈' 문우찬의 스카너가 바론 스틸에 성공했다.  근처에 있던 담원 기아의 병력을 모두 정리한 kt는 난타전 끝에 경기 46분 본진으로 들어온 담원 기아의 병력을 막았고 상대 본진으로 들어간 그웬과 '빅라' 이대광의 라이즈가 상대 수비하던 병력을 제압하며 1대0으로 앞서 나갔다.   2세트 초반 '커즈'의 비에고가 탑 갱킹 때 '너구리'의 세주아니를 퍼블로 잡은 kt는 경기 8분 바텀 포탑 5인 다이브로 상대 2명을 처치했다. kt는 이어진 바텀 한타서 대승을 거뒀다.  경기 13분 바텀 정글서 '커즈'의 비에고가 죽은 kt는 경기 15분 미드에서 담원 기아의 바텀을 정리했다. 이어진 탑 전투서 '너구리'의 세주아니를 정리한 kt는 바텀에서도 '쇼메이커'의 라이즈와 '켈린' 김형규의 나미를 처치했다.  kt는 경기 25분 드래곤 3스택을 쌓은 뒤 바텀 전투서 피해를 입었지만 탑 레드서 '캐니언'의 트런들을 끊었다. 경기 30분 마법 공학 드래곤 영혼을 가져온 kt는 경기 34분 미드 싸움서 승리했다.  장로 드래곤을 먹은 뒤 본진으로 들어온 담원 기아의 공격을 막은 kt는 경기 44분 '커즈'의 비에고가 장로 드래곤을 스틸한 뒤 근처에 있던 병력을 제압했다. '에이밍'의 아펠리오스가 트리플 킬을 기록한 kt가 담원 기아의 넥서스를 초토화시키며 경기를 매듭지었다."
[LCK] DK와의 싸움 피하지 않고 축포 터뜨린 여름의 KT(종합),https://imgnews.pstatic.net/image/origin/236/2022/07/29/226118.jpg,https://n.news.naver.com/mnews/article/236/0000226118?sid=10779a79b,https://sports.news.naver.com/news.nhn?oid=236&aid=0000226118,https://n.news.naver.com/sports/esports/article/236/0000226118,포모스,5,0,2022-07-30T01:59:01,2022-07-29T13:58:01,"DK와 kt 롤스터(이하 KT) 모두가 험난한 하루를 경험한 가운데 난타전을 제압한 것은 KT였다. 29일 서울 종로구에 위치한 롤파크에서 진행된 ‘2022 리그 오브 레전드 챔피언스 코리아(LCK)’ 서머 스플릿 7주 3일차 2경기에서 KT가 DK에 세트 스코어 2-0으로 승리했다. 1세트 첫 전령을 가져가며 빠르게 3킬을 쌓은 DK가 하단 지역으로 다시 집결해 2킬을 추가한 뒤 1차 타워를 철거했으며 상단 지역서도 두 명을 쓰러뜨렸으나 KT도 제리가 반격하며 3킬을 되돌려줬다. 전령을 중앙 지역에 소환하며 1차 타워를 철거한 뒤 스카너까지 쓰러뜨린 DK가 힘으로 중앙 2차 타워를 철거했으며 뽀삐를 정글서 쓰러뜨린 KT는 상단 2차 타워를 내주는 대신 오른을 잡고 1차 타워를 파괴했다. 바론 근처에서 병력이 흩어진 틈을 놓치지 않은 DK가 4킬을 쓸어 담으며 바론 버프를 둘렀지만 홀로 남은 KT의 그웬이 리산드라를 제거하고 중앙 1차 타워를 철거했으며 상대 상단 본진 타워까지 밀고 리산드라를 다시 한 번 쓰러뜨렸다. DK가 치던 바론을 스틸한 뒤 후속 교전서 4킬을 쓸어 담은 KT가 에이스를 띄우며 상대 본진으로 진입해 중앙 억제기를 철거하고 드래곤 3스택을 쌓았으며, 바론 버프와 함께 대지 드래곤의 영혼도 챙긴 상황서 KT는 서로의 본진을 노리는 상황서 결국 마지막 교전을 제압하고 넥서스를 파괴했다. 1세트 POG로는 KT의 ‘라스칼’ 김광희가 선정됐다. 2세트 초반 상단 지역에 비에고가 개입하며 선취점을 기록한 KT가 5인 다이브로 봇 듀오를 제거하고 첫 드래곤 스택을 가져갔으며 DK가 하단 지역에 집결해 룰루를 잡았지만 직후 KT 병력들이 도착하며 4킬을 쓸어 담았다. 하단 지역서 습격이 실패하며 킬과 타워를 내줬으나 봇 듀오를 자르며 상단과 중앙 1차 타워를 철거한 KT가 하단 지역서도 2킬을 추가한 뒤 2차 타워를 파괴했으며 전령을 막아낸 뒤 드래곤 3스택을 쌓았으나 DK가 후속 교전서 2킬을 챙겼다. 몇 차례 DK가 포인트를 쌓았지만 바론 뒤 정글서 트런들을 제거한 KT가 드래곤 앞 견제 상황서 마법공학 드래곤의 영혼을 챙겼으며, 대신 바론 버프를 두른 DK가 중앙 2차 타워를 파괴한 뒤 아리를 노려봤으나 KT가 반격에 나서 세주아니를 쓰러뜨렸다. 치열한 눈치싸움 끝 장로 버프를 챙기며 2킬을 쌓은 DK가 상대 중앙 억제기를 철거했으며 바론으로 향해 버프까지 두르고 본진으로 진입했으나 아펠리오스의 월광포화로 인해 물러났다. 두 번째 장로 드래곤을 난타전 끝 스틸한 KT가 아펠리오스의 트리플 킬을 앞세워 4킬을 쌓은 뒤 상대 본진으로 진입했으며, 그대로 넥서스까지 파괴하며 완승으로 승리를 추가했다. 2세트 POG로는 KT의 ‘커즈’ 문우찬이 선정됐다."
"[LCK 서머] 식지 않은 여름 KT의 열기, DK 꺾고 재점화",https://imgnews.pstatic.net/image/origin/442/2022/07/29/152209.jpg,https://n.news.naver.com/mnews/article/442/0000152209?sid=10779a79b,https://sports.news.naver.com/news.nhn?oid=442&aid=0000152209,https://n.news.naver.com/sports/esports/article/442/0000152209,인벤,6,0,2022-07-29T13:58:50,2022-07-29T13:57:01,"여름의 KT는 달랐다. 5위 KT가 3위 담원 기아를 상대로 승리했다. 1-2세트 모두 45분이 넘어가는 혈전 끝에 KT가 값진 승리를 완성했다. 2세트에서도 '라스칼' 김광희의 활약은 이어졌다. 오른을 선택해 칼 같은 갱킹 호응을 선보이며 첫 킬을 만들어냈다. 탑 라인에서 만든 우위는 봇 라인 스노우 볼로 직결됐다. KT가 봇 라인에 5인 다이브에 성공하면서 킬 스코어 3:0을 만들어낼 수 있었다. 담원 기아는 라이즈의 궁극기로 반격해보려고 했다. 하지만 KT는 이마저도 반격하면서 속도를 높일 수 있었다.  KT의 흐름은 협곡 전반에서 나왔다. '에이밍' 김하람의 아펠리오스가 탑 라인에서 성장 중일 때, KT의 본대에서는 담원 기아의 봇 듀오를 끊어내는 성과를 냈다. 담원 기아가 다급하게 성과를 내려고 할 때마다 KT가 득점하면서 경기는 확실하게 KT 쪽으로 기울었다. KT는 18분에 킬 스코어 12:3까지 격차를 벌릴 수 있었다. 담원 기아도 후반부에 집중력을 살렸다. 드래곤 전투 싸움에서 '너구리' 장하권의 세주아니가 궁극기로 KDA 6/1/3의 비에고를 끊어주면서 흐름을 바꿨다. 반대로 담원 기아는 '쇼메이커' 허수의 라이즈가 물린 타이밍에 반격하면서 킬 스코어를 12:7까지 따라잡았다.  KT가 드래곤의 영혼을 확보하면서 물러난 사이에 담원 기아는 바론 버프를 가져갔다. KT는 담원 기아의 바론 버프 타이밍을 '너구리'를 끊어주면서 큰 손해 없이 넘길 수 있었다. 하지만 장로 드래곤이 나왔을 때, 담원 기아가 '빅라'의 아리를 전투에서 이탈시키며 바론-장로를 모두 가져가는 성과를 냈다. KT가 미드 억제기가 깨지는 정도에서 막아내면서 다음을 기약할 수 있었다. 승부는 다음 장로에서 결정 났다. '빅라'의 아리와 '라스칼'의 오른이 상대를 몰아내면서 장로 버스트까지 시도할 수 있었다. 마지막에는 '커즈' 문우찬이 장로 드래곤을 가져가면서 브레스와 함께 KT가 승리로 마무리했다. ■ 2022 LCK 서머 스플릿 정규 스플릿 33일 차 경기 결과 1경기 프레딧 브리온 1 VS  2 광동 프릭스 1세트  프레딧 브리온 승  VS 패 광동 프릭스 2세트 프레딧 브리온 패 VS  승 광동 프릭스 3세트 프레딧 브리온 패 VS  승 광동 프릭스   2경기 담원 기아 0 VS  2 kt 롤스터 1세트 담원 기아 패 VS  승 kt 롤스터 2세트 담원 기아 패 VS  승 kt 롤스터 ■ 2022 LCK 서머 스플릿 정규 시즌 순위 현황 1위 젠지 e스포츠 12승 1패 +22 2위 T1 12승 1패 +17 3위 담원 기아 9승 5패 +10     4위 리브 샌드박스 8승 5패 +5 5위 kt 롤스터 8승 6패 +4     6위 DRX 7승 6패 +0 7위 광동 프릭스 5승 8패 -9    8위 농심 레드포스 3승 10패 -14 9위 프레딧 브리온 1승 12패 -18 10위 한화생명e스포츠 1승 12패 -17 ■ 2022 LCK 서머 스플릿 34일 차 일정 1경기 DRX vs 리브 샌드박스 - 30일 오후 5시 2경기 T1 vs 젠지 e스포츠"
"'서머의 왕' kt, 장기전 끝 담원 기아 격파…'8승 달성' [LCK]",https://imgnews.pstatic.net/image/origin/311/2022/07/29/1482527.jpg,https://n.news.naver.com/mnews/article/311/0001482527?sid=10779a79b,https://sports.news.naver.com/news.nhn?oid=311&aid=0001482527,https://n.news.naver.com/sports/esports/article/311/0001482527,엑스포츠뉴스,7,0,2022-07-29T13:56:01,2022-07-29T13:56:01,"(엑스포츠뉴스 김수정 기자) kt가 스윕승을 거뒀다. 29일 서울 종로구에 위치한 롤파크에서는 '2022 LCK 서머' 2라운드, 담원 기아 대 kt 롤스터의 경기가 치러졌다. 이날 담원 기아에서는 '너구리' 장하권, '캐니언' 김건부, '쇼메이커' 허수, '덕담' 서대길, '켈린' 김형규가 나왔고, kt에서는 '라스칼' 김광희, '커즈' 문우찬, '빅라' 이대광, '에이밍' 김하람, '라이프' 김정민이 출전했다. 2세트에서 담원 기아는 세주아니, 트런들, 라이즈, 루시안, 나미를 선택했고, kt는 오른, 비에고, 아리, 아펠리오스, 룰루를 픽했다. 첫 킬은 탑에서 나왔다. '커즈'는 '너구리'가 점멸이 없다는 점을 노려 탑 갱킹을 시도했고, '라스칼'과 완벽한 호흡을 자랑하며 '너구리'를 잡아냈다. 이후 kt는 5인 바텀 다이브를 시도했고, 깔끔하게 성공시키며 '덕담'과 '켈린'을 쓰러뜨렸다. 전령은 '캐니언'이 가져갔고, 첫 번째 드래곤인 화염용은 '커즈'가 처치했다. 담원 기아 역시 5인 바텀 갱킹을 시도했지만 '라이프'를 잡는 데 그쳤고, kt가 빠르게 합류하면서 되레 '쇼메이커'를 제외한 모두가 잡히고 말았다. 담원 기아는 전령을 활용해 탑 1차 포탑을 밀어냈다. '라스칼'이 다시 한번 바텀으로 향한 사이, 담원 기아는 혼자 있던 '커즈'를 자르는 데 성공했다. 탑에서는 '너구리'가 2차 포탑을 철거했고, 바텀에서는 '에이밍'이 1차 포탑을 밀어냈다. 이어 미드로 올라간 담원 기아는 미드 1차 포탑까지 파괴하며 kt의 상승세를 막았다. '에이밍'이 탑 1차 포탑을 밀어낸 가운데, '덕담'은 미드에서 '빅라'를 노렸지만 뒤이어 합류한 '커즈'에게 역공을 당하며 '켈린'과 함께 죽게 됐다. 담원 기아는 바텀에 혼자 있는 '빅라'를 잡으려 했지만, kt가 다시 한번 빠르게 합류하면서 담원 기아를 잡아먹었다. 두 번째 드래곤인 바람용은 담원 기아가 가지고 있는 상황, kt는 여유롭게 세 번쨰 드래곤인 마법공학 용을 섭취했다. 네 번째 드래곤인 마법공학 용을 kt가 가져간 직후 5:5 한타가 열렸다. '커즈'를 먼저 잘라낸 담원 기아는 kt를 끝까지 쫓아가 '에이밍'까지 잡아내는 데 성공했다. 다섯 번째 드래곤인 마법공학 용과 영혼을 내준 담원 기아는 바론으로 시선을 돌려 버프를 획득했다. 이어 바론 버프를 활용해 미드 2차 포탑을 밀어냈지만, 그 과정에서 '너구리'가 쓰러졌다. 장로 드래곤이 등장하고 긴장감 넘치는 대치를 이어가던 두 팀. 승자는 담원 기아였다. 장로 드래곤을 처치한 담원 기아는 '라스칼'과 '커즈'를 잡아낸 후 미드 억제기를 파괴하고 바론 버프를 둘렀다. 두 번째 장로 용이 나오고, 다시 한번 대규모 한타가 열렸다. 강타 싸움에서 승리한 kt는 한타에서도 대승을 거두고 그대로 넥서스를 파괴했다. 사진=엑스포츠뉴스DB"
"[포토] kt 롤스터, '담원 기아 잡자'",https://imgnews.pstatic.net/image/origin/347/2022/07/29/165082.jpg,https://n.news.naver.com/mnews/article/347/0000165082?sid=10779a79b,https://sports.news.naver.com/news.nhn?oid=347&aid=0000165082,https://n.news.naver.com/sports/esports/article/347/0000165082,데일리e스포츠,8,0,2022-07-29T13:28:01,2022-07-29T13:28:01,29일 오후 서울 종로구 그랑서울 롤파크 LCK 아레나에서 열린 2022 LCK 서머 7주 차 kt 롤스터와 담원 기아의 경기서 kt 선수들이 무대 위로 입장했다.
"[LCK 톡톡] 광동의 넥서스 ‘테디’ 박진성, “징크스 보다 아펠리오스”",https://imgnews.pstatic.net/image/origin/109/2022/07/29/4668266.jpg,https://n.news.naver.com/mnews/article/109/0004668266?sid=10779a79b,https://sports.news.naver.com/news.nhn?oid=109&aid=0004668266,https://n.news.naver.com/sports/esports/article/109/0004668266,OSEN,9,0,2022-07-29T13:13:04,2022-07-29T13:13:04,"[OSEN=종로, 고용준 기자] “골드 차이가 많이 났지만, ‘할 만 하다’고 생각했다.” 소환사 협곡 최후의 보루 ‘넥서스’을 차용한 광동의 넥서스라는 애칭의 소유자답게 ‘테디’ 박진성은 상대가 바론 버프를 네 번이나 연속으로 취한 암울한 상황에서 흔들리지 않았다. 광동은 29일 오후 서울 종로 롤파크 LCK아레나에서 열린 ‘2022 LOL 챔피언스 코리아(이하 LCK)’ 서머 브리온과 2라운드 경기서 1세트 패배 2, 3세트를 잡아내면서 2-1로 승리했다. ‘테디’ 박진성과 ‘기인’ 김기인이 공수를 책임지면서 벼랑 끝으로 몰렸던 팀을 구원했다. 이로써 광동은 시즌 5승(8패 득실 -9)째를 올리면서 중위권 진입의 가능성을 살렸다. 이날 단독 POG로 방송 인터뷰에 나선 박진성은 “2세트 역전극을 만들고, 3세트는 나름 괜찮은 경기력이라 좋은 것 같다”고 웃는 얼굴로 승리를 기뻐했다. 1세트 패배와 패색이 짙었던 2세트 피드백에 대한 질문에 그는 “우리가 1, 2세트 찍을 수 있는 조합을 꾸렸음에도 상대를 누르지 못해 피드백을 하면서 나아지려고 했다. 포지셔닝에 대한 이야기를 많이 했다. 먼저 자리를 잡고도, 상대에게 이득을 줬던 점들에 대해 재확인했다”고 답했다. 2세트 브리온이 4 드래곤에, 연속 네 번의 내셔남작 사냥으로 글로벌 골드 격차가 1만까지 벌어졌던 상황에서 그는 승부를 포기 하지 않았다. “골드 차이가 많이 났지만. 원딜이 잘 컸고, 탈리야도 성장이 잘 된 상황이라 한타는 할 만 하다고 생각했다.” 2, 3세트 징크스를 잡았던 박진성은 아펠리오스와 대치 구도를 묻자 의외로 아펠리오스를 선호한다는 의견을 밝혔다. “팀의 해주는 역할에 따라 아펠이 좋을수도,  징크스가 좋을 수도 있다. 두 구도를 한다면 아펠리오스를 하고 싶다. 스타일리쉬하다. 징크스는 팀이 해줘야 하는 점이 있다. 아펠이 조금 더 재미있다.” 광동의 다음 상대는 한화생명. 박진성은 “남은 경기 최대한 많이 이겨서 잘해보겠다”는 다짐으로 인터뷰를 매듭지었다. / scrapper@osen.co.kr"
"[LCK] '라스칼' 김광희, 탑 라이너 세 번째 1,000킬 달성",https://imgnews.pstatic.net/image/origin/347/2022/07/29/165076.jpg,https://n.news.naver.com/mnews/article/347/0000165076?sid=10779a79b,https://sports.news.naver.com/news.nhn?oid=347&aid=0000165076,https://n.news.naver.com/sports/esports/article/347/0000165076,데일리e스포츠,10,0,2022-07-29T12:33:01,2022-07-29T12:33:01,"kt 롤스터 '라스칼' 김광희가 탑 라이너로서 세 번째로 LCK 1,000킬을 달성했다.  김광희는 29일 오후 서울 종로구 그랑서울 롤파크 LCK 아레나에서 열린 2022 LCK 서머 7주 차 담원 기아와의 1세트서 1,000킬을 달성했다. 김광희는 '스맵' 송경호(1,340킬), '기인' 김기인(1,108킬)에 이어 탑 라이너 세 번째로 1,000킬 고지에 올랐다.  1세트서 그웬을 고른 김광희는 경기 23분 상대 탑 지역에서 '너구리' 장하권의 오른을 잡아내며 기록 달성에 성공했다. 지난 2017년 서머 시즌서 첫 킬을 기록한 김광희는 2018년에는 27킬에 그쳤지만 2019년부터 꾸준한 모습을 보였다.  김광희는 1,000킬 중 레넥톤으로 116킬을 기록했다. 특히 레넥톤 승률은 24승 9패, 73%에 달한다."
